Gene_ID,Ensembl_ID,Gene_Name,Gene_Biotype,Gene_Length
ENSG00000278771_RN7SL3,ENSG00000278771,RN7SL3,misc_RNA,299
ENSG00000282885_AL627171.2,ENSG00000282885,AL627171.2,lincRNA,3151
ENSG00000274012_RN7SL2,ENSG00000274012,RN7SL2,misc_RNA,300
ENSG00000278002_AL627171.1,ENSG00000278002,AL627171.1,lincRNA,1308
ENSG00000165527_ARF6,ENSG00000165527,ARF6,protein_coding,3963
ENSG00000251929_RNU6-189P,ENSG00000251929,RNU6-189P,snRNA,101
ENSG00000274704_RF00017,ENSG00000274704,RF00017,misc_RNA,268
ENSG00000214900_LINC01588,ENSG00000214900,LINC01588,lincRNA,165073
ENSG00000278038_MIR6076,ENSG00000278038,MIR6076,miRNA,113
ENSG00000270788_PDLIM1P1,ENSG00000270788,PDLIM1P1,processed_pseudogene,969
ENSG00000243038_AL117692.1,ENSG00000243038,AL117692.1,processed_pseudogene,713
ENSG00000201358_RN7SKP193,ENSG00000201358,RN7SKP193,misc_RNA,306
ENSG00000251792_RF00019,ENSG00000251792,RF00019,misc_RNA,102
ENSG00000100483_VCPKMT,ENSG00000100483,VCPKMT,protein_coding,7969
ENSG00000100485_SOS2,ENSG00000100485,SOS2,protein_coding,114439
ENSG00000087299_L2HGDH,ENSG00000087299,L2HGDH,protein_coding,74986
ENSG00000264712_MIR4504,ENSG00000264712,MIR4504,miRNA,92
ENSG00000125375_ATP5S,ENSG00000125375,ATP5S,protein_coding,23233
ENSG00000259071_AL359397.2,ENSG00000259071,AL359397.2,lincRNA,1384
ENSG00000100490_CDKL1,ENSG00000100490,CDKL1,protein_coding,87058
ENSG00000258857_AL359397.1,ENSG00000258857,AL359397.1,lincRNA,1333
ENSG00000012983_MAP4K5,ENSG00000012983,MAP4K5,protein_coding,142626
ENSG00000259113_AL118556.1,ENSG00000259113,AL118556.1,lincRNA,7936
ENSG00000201573_RF00019,ENSG00000201573,RF00019,misc_RNA,102
ENSG00000273675_AL118556.2,ENSG00000273675,AL118556.2,processed_pseudogene,824
ENSG00000198513_ATL1,ENSG00000198513,ATL1,protein_coding,100560
ENSG00000258577_SNRPGP1,ENSG00000258577,SNRPGP1,processed_pseudogene,222
ENSG00000151748_SAV1,ENSG00000151748,SAV1,protein_coding,36274
ENSG00000243103_RN7SL452P,ENSG00000243103,RN7SL452P,misc_RNA,291
ENSG00000269906_AL606834.1,ENSG00000269906,AL606834.1,sense_intronic,668
ENSG00000258491_ZFP64P1,ENSG00000258491,ZFP64P1,processed_pseudogene,1169
ENSG00000100503_NIN,ENSG00000100503,NIN,protein_coding,111359
ENSG00000270062_AL606834.2,ENSG00000270062,AL606834.2,sense_intronic,496
ENSG00000258843_AL133485.1,ENSG00000258843,AL133485.1,antisense,1622
ENSG00000285747_AL133485.2,ENSG00000285747,AL133485.2,lincRNA,6139
ENSG00000252945_RF00593,ENSG00000252945,RF00593,snoRNA,88
ENSG00000258687_AL358334.1,ENSG00000258687,AL358334.1,antisense,17538
ENSG00000100504_PYGL,ENSG00000100504,PYGL,protein_coding,86846
ENSG00000131969_ABHD12B,ENSG00000131969,ABHD12B,protein_coding,32811
ENSG00000258745_AL358334.3,ENSG00000258745,AL358334.3,antisense,1133
ENSG00000258711_AL358334.2,ENSG00000258711,AL358334.2,lincRNA,5744
ENSG00000100505_TRIM9,ENSG00000100505,TRIM9,protein_coding,120800
ENSG00000259055_AL591770.1,ENSG00000259055,AL591770.1,antisense,2332
ENSG00000139921_TMX1,ENSG00000139921,TMX1,protein_coding,17385
ENSG00000201376_RF00156,ENSG00000201376,RF00156,snoRNA,135
ENSG00000201820_RF00019,ENSG00000201820,RF00019,misc_RNA,91
ENSG00000258955_LINC00519,ENSG00000258955,LINC00519,lincRNA,23971
ENSG00000258479_LINC00640,ENSG00000258479,LINC00640,lincRNA,32165
ENSG00000258942_AL358332.1,ENSG00000258942,AL358332.1,lincRNA,40690
ENSG00000258808_LINC02310,ENSG00000258808,LINC02310,lincRNA,5008
ENSG00000258893_SETP2,ENSG00000258893,SETP2,processed_pseudogene,926
ENSG00000258537_FRMD6-AS2,ENSG00000258537,FRMD6-AS2,lincRNA,145441
ENSG00000139926_FRMD6,ENSG00000139926,FRMD6,protein_coding,241628
ENSG00000252400_RNU6-1291P,ENSG00000252400,RNU6-1291P,snRNA,104
ENSG00000277050_AL122125.1,ENSG00000277050,AL122125.1,antisense,600
ENSG00000273888_FRMD6-AS1,ENSG00000273888,FRMD6-AS1,antisense,2229
ENSG00000251756_RNA5SP385,ENSG00000251756,RNA5SP385,rRNA_pseudogene,110
ENSG00000207004_RNU6-301P,ENSG00000207004,RNU6-301P,snRNA,107
ENSG00000259111_AL079307.2,ENSG00000259111,AL079307.2,lincRNA,12555
ENSG00000258423_OR7E105P,ENSG00000258423,OR7E105P,unprocessed_pseudogene,993
ENSG00000258550_OR7E106P,ENSG00000258550,OR7E106P,unprocessed_pseudogene,1021
ENSG00000258535_AL079307.1,ENSG00000258535,AL079307.1,sense_overlapping,60147
ENSG00000258849_OR7E159P,ENSG00000258849,OR7E159P,unprocessed_pseudogene,298
ENSG00000259157_AL079307.3,ENSG00000259157,AL079307.3,unprocessed_pseudogene,283
ENSG00000186469_GNG2,ENSG00000186469,GNG2,protein_coding,153148
ENSG00000258928_AL358333.2,ENSG00000258928,AL358333.2,antisense,2427
ENSG00000259007_AL358333.3,ENSG00000259007,AL358333.3,antisense,2798
ENSG00000258854_AL358333.1,ENSG00000258854,AL358333.1,antisense,4700
ENSG00000087302_RTRAF,ENSG00000087302,RTRAF,protein_coding,21217
ENSG00000087303_NID2,ENSG00000087303,NID2,protein_coding,64426
ENSG00000258694_LINC02319,ENSG00000258694,LINC02319,lincRNA,18504
ENSG00000258981_COX5AP2,ENSG00000258981,COX5AP2,processed_pseudogene,394
ENSG00000258440_AL118557.1,ENSG00000258440,AL118557.1,processed_pseudogene,440
ENSG00000168229_PTGDR,ENSG00000168229,PTGDR,protein_coding,9012
ENSG00000261208_AL365475.1,ENSG00000261208,AL365475.1,processed_pseudogene,2472
ENSG00000125384_PTGER2,ENSG00000125384,PTGER2,protein_coding,14302
ENSG00000087301_TXNDC16,ENSG00000087301,TXNDC16,protein_coding,121933
ENSG00000180998_GPR137C,ENSG00000180998,GPR137C,protein_coding,84566
ENSG00000197930_ERO1A,ENSG00000197930,ERO1A,protein_coding,55985
ENSG00000258757_AL133453.1,ENSG00000258757,AL133453.1,antisense,728
ENSG00000100519_PSMC6,ENSG00000100519,PSMC6,protein_coding,21416
ENSG00000198252_STYX,ENSG00000198252,STYX,protein_coding,44819
ENSG00000100522_GNPNAT1,ENSG00000100522,GNPNAT1,protein_coding,16475
ENSG00000259049_AL139317.3,ENSG00000259049,AL139317.3,antisense,2504
ENSG00000285664_AL139317.5,ENSG00000285664,AL139317.5,antisense,138235
ENSG00000258698_AL139317.1,ENSG00000258698,AL139317.1,lincRNA,27160
ENSG00000258802_AL139317.2,ENSG00000258802,AL139317.2,processed_pseudogene,158
ENSG00000073712_FERMT2,ENSG00000073712,FERMT2,protein_coding,95168
ENSG00000271075_AL139317.4,ENSG00000271075,AL139317.4,processed_pseudogene,760
ENSG00000258503_AL352979.1,ENSG00000258503,AL352979.1,processed_pseudogene,297
ENSG00000258993_AL352979.3,ENSG00000258993,AL352979.3,processed_pseudogene,543
ENSG00000100523_DDHD1,ENSG00000100523,DDHD1,protein_coding,116538
ENSG00000258985_AL352979.2,ENSG00000258985,AL352979.2,antisense,1497
ENSG00000258731_AL356020.1,ENSG00000258731,AL356020.1,antisense,4175
ENSG00000237356_AL365295.1,ENSG00000237356,AL365295.1,processed_transcript,714687
ENSG00000225680_AL163953.1,ENSG00000225680,AL163953.1,lincRNA,14195
ENSG00000226132_RPS3AP46,ENSG00000226132,RPS3AP46,processed_pseudogene,682
ENSG00000235269_LINC02331,ENSG00000235269,LINC02331,lincRNA,81941
ENSG00000231922_AL138479.1,ENSG00000231922,AL138479.1,processed_pseudogene,484
ENSG00000266431_MIR5580,ENSG00000266431,MIR5580,miRNA,58
ENSG00000125378_BMP4,ENSG00000125378,BMP4,protein_coding,9026
ENSG00000224004_ATP5F1CP1,ENSG00000224004,ATP5F1CP1,processed_pseudogene,895
ENSG00000100526_CDKN3,ENSG00000100526,CDKN3,protein_coding,23370
ENSG00000100528_CNIH1,ENSG00000100528,CNIH1,protein_coding,17872
ENSG00000258753_AL359792.1,ENSG00000258753,AL359792.1,lincRNA,510
ENSG00000197045_GMFB,ENSG00000197045,GMFB,protein_coding,14713
ENSG00000100532_CGRRF1,ENSG00000100532,CGRRF1,protein_coding,29498
ENSG00000020577_SAMD4A,ENSG00000020577,SAMD4A,protein_coding,226219
ENSG00000285774_AL133444.1,ENSG00000285774,AL133444.1,lincRNA,3160
ENSG00000131979_GCH1,ENSG00000131979,GCH1,protein_coding,60845
ENSG00000252019_RNU6ATAC9P,ENSG00000252019,RNU6ATAC9P,snRNA,116
ENSG00000265432_MIR4308,ENSG00000265432,MIR4308,miRNA,81
ENSG00000258872_FDPSP3,ENSG00000258872,FDPSP3,transcribed_processed_pseudogene,1365
ENSG00000198554_WDHD1,ENSG00000198554,WDHD1,protein_coding,88156
ENSG00000233924_RPSAP13,ENSG00000233924,RPSAP13,processed_pseudogene,875
ENSG00000180008_SOCS4,ENSG00000180008,SOCS4,protein_coding,22259
ENSG00000168175_MAPK1IP1L,ENSG00000168175,MAPK1IP1L,protein_coding,18562
ENSG00000131981_LGALS3,ENSG00000131981,LGALS3,protein_coding,21304
ENSG00000126787_DLGAP5,ENSG00000126787,DLGAP5,protein_coding,43567
ENSG00000258050_AL139316.1,ENSG00000258050,AL139316.1,lincRNA,2287
ENSG00000279392_AL158801.5,ENSG00000279392,AL158801.5,processed_pseudogene,465
ENSG00000271180_AL158801.4,ENSG00000271180,AL158801.4,processed_pseudogene,459
ENSG00000258413_AL158801.2,ENSG00000258413,AL158801.2,lincRNA,9309
ENSG00000178974_FBXO34,ENSG00000178974,FBXO34,protein_coding,90616
ENSG00000239686_AL158801.1,ENSG00000239686,AL158801.1,processed_pseudogene,348
ENSG00000278818_RF00017,ENSG00000278818,RF00017,misc_RNA,332
ENSG00000258469_CHMP4BP1,ENSG00000258469,CHMP4BP1,processed_pseudogene,588
ENSG00000258455_AL158801.3,ENSG00000258455,AL158801.3,antisense,13668
ENSG00000126775_ATG14,ENSG00000126775,ATG14,protein_coding,45467
ENSG00000259318_AL356801.1,ENSG00000259318,AL356801.1,processed_pseudogene,294
ENSG00000182521_TBPL2,ENSG00000182521,TBPL2,protein_coding,43186
ENSG00000239199_RPL21P6,ENSG00000239199,RPL21P6,processed_pseudogene,504
ENSG00000186615_KTN1-AS1,ENSG00000186615,KTN1-AS1,antisense,80833
ENSG00000213641_RPL7AP4,ENSG00000213641,RPL7AP4,processed_pseudogene,769
ENSG00000271484_ABI1P1,ENSG00000271484,ABI1P1,unprocessed_pseudogene,1450
ENSG00000126777_KTN1,ENSG00000126777,KTN1,protein_coding,142455
ENSG00000200742_RF00019,ENSG00000200742,RF00019,misc_RNA,101
ENSG00000258784_AL355773.1,ENSG00000258784,AL355773.1,lincRNA,24996
ENSG00000177350_RPL13AP3,ENSG00000177350,RPL13AP3,transcribed_processed_pseudogene,1541
ENSG00000258791_LINC00520,ENSG00000258791,LINC00520,lincRNA,15600
ENSG00000259868_AL163952.1,ENSG00000259868,AL163952.1,processed_transcript,66424
ENSG00000277763_AL138995.1,ENSG00000277763,AL138995.1,lincRNA,675
ENSG00000139946_PELI2,ENSG00000139946,PELI2,protein_coding,183713
ENSG00000259483_AL355073.1,ENSG00000259483,AL355073.1,lincRNA,7272
ENSG00000275569_AL355073.2,ENSG00000275569,AL355073.2,antisense,557
ENSG00000259719_LINC02284,ENSG00000259719,LINC02284,lincRNA,34122
ENSG00000070269_TMEM260,ENSG00000070269,TMEM260,protein_coding,162253
ENSG00000258803_AL355103.1,ENSG00000258803,AL355103.1,lincRNA,36979
ENSG00000258428_AL161757.2,ENSG00000258428,AL161757.2,antisense,15415
ENSG00000259133_AL161757.5,ENSG00000259133,AL161757.5,antisense,81571
ENSG00000242995_AL161757.1,ENSG00000242995,AL161757.1,processed_pseudogene,321
ENSG00000258703_AL161757.3,ENSG00000258703,AL161757.3,lincRNA,6379
ENSG00000165588_OTX2,ENSG00000165588,OTX2,protein_coding,10575
ENSG00000248550_OTX2-AS1,ENSG00000248550,OTX2-AS1,lincRNA,338995
ENSG00000258776_AL161757.4,ENSG00000258776,AL161757.4,lincRNA,76141
ENSG00000243801_RN7SL461P,ENSG00000243801,RN7SL461P,misc_RNA,282
ENSG00000200818_RNU6-1204P,ENSG00000200818,RNU6-1204P,snRNA,107
ENSG00000243388_RPL3P3,ENSG00000243388,RPL3P3,processed_pseudogene,1213
ENSG00000258758_AL137100.1,ENSG00000258758,AL137100.1,processed_pseudogene,1620
ENSG00000259136_AL137100.2,ENSG00000259136,AL137100.2,processed_pseudogene,315
ENSG00000258592_AL391152.1,ENSG00000258592,AL391152.1,lincRNA,46401
ENSG00000070367_EXOC5,ENSG00000070367,EXOC5,protein_coding,68502
ENSG00000053770_AP5M1,ENSG00000053770,AP5M1,protein_coding,29834
ENSG00000259008_AL355834.1,ENSG00000259008,AL355834.1,lincRNA,3965
ENSG00000139977_NAA30,ENSG00000139977,NAA30,protein_coding,25374
ENSG00000100557_CCDC198,ENSG00000100557,CCDC198,protein_coding,24567
ENSG00000151812_SLC35F4,ENSG00000151812,SLC35F4,protein_coding,418273
ENSG00000259039_AL161804.1,ENSG00000259039,AL161804.1,antisense,21996
ENSG00000258856_AL136520.1,ENSG00000258856,AL136520.1,transcribed_processed_pseudogene,1322
ENSG00000252837_RN7SKP99,ENSG00000252837,RN7SKP99,misc_RNA,307
ENSG00000259969_AL049838.1,ENSG00000259969,AL049838.1,sense_overlapping,981
ENSG00000139971_ARMH4,ENSG00000139971,ARMH4,protein_coding,298405
ENSG00000258836_AL121579.2,ENSG00000258836,AL121579.2,processed_pseudogene,590
ENSG00000243023_UBA52P3,ENSG00000243023,UBA52P3,processed_pseudogene,382
ENSG00000243700_RN7SL598P,ENSG00000243700,RN7SL598P,misc_RNA,294
ENSG00000258519_AL121579.1,ENSG00000258519,AL121579.1,processed_pseudogene,932
ENSG00000131966_ACTR10,ENSG00000131966,ACTR10,protein_coding,35557
ENSG00000100567_PSMA3,ENSG00000100567,PSMA3,protein_coding,27182
ENSG00000258682_AL132989.1,ENSG00000258682,AL132989.1,sense_overlapping,5020
ENSG00000257621_PSMA3-AS1,ENSG00000257621,PSMA3-AS1,antisense,32770
ENSG00000180189_HMGB1P14,ENSG00000180189,HMGB1P14,processed_pseudogene,591
ENSG00000279636_LINC00216,ENSG00000279636,LINC00216,lincRNA,1126
ENSG00000252782_RNU6-341P,ENSG00000252782,RNU6-341P,snRNA,96
ENSG00000032219_ARID4A,ENSG00000032219,ARID4A,protein_coding,75503
ENSG00000258658_AL139021.2,ENSG00000258658,AL139021.2,antisense,25619
ENSG00000196860_TOMM20L,ENSG00000196860,TOMM20L,protein_coding,12786
ENSG00000258378_AL139021.1,ENSG00000258378,AL139021.1,antisense,28569
ENSG00000100575_TIMM9,ENSG00000100575,TIMM9,protein_coding,19121
ENSG00000100578_KIAA0586,ENSG00000100578,KIAA0586,protein_coding,123905
ENSG00000252198_RF00019,ENSG00000252198,RF00019,misc_RNA,149
ENSG00000258650_HSBP1P1,ENSG00000258650,HSBP1P1,processed_pseudogene,166
ENSG00000258900_HNRNPCP1,ENSG00000258900,HNRNPCP1,processed_pseudogene,766
ENSG00000239510_RPL9P5,ENSG00000239510,RPL9P5,processed_pseudogene,471
ENSG00000165617_DACT1,ENSG00000165617,DACT1,protein_coding,14355
ENSG00000258583_LINC01500,ENSG00000258583,LINC01500,lincRNA,370902
ENSG00000213598_AL049873.1,ENSG00000213598,AL049873.1,processed_pseudogene,376
ENSG00000258734_AL049873.2,ENSG00000258734,AL049873.2,processed_pseudogene,498
ENSG00000258685_AL359219.1,ENSG00000258685,AL359219.1,processed_pseudogene,934
ENSG00000258996_PPIAP5,ENSG00000258996,PPIAP5,processed_pseudogene,348
ENSG00000100592_DAAM1,ENSG00000100592,DAAM1,protein_coding,182760
ENSG00000181619_GPR135,ENSG00000181619,GPR135,protein_coding,36321
ENSG00000126790_L3HYPDH,ENSG00000126790,L3HYPDH,protein_coding,24068
ENSG00000258782_AL121694.1,ENSG00000258782,AL121694.1,processed_transcript,46164
ENSG00000050130_JKAMP,ENSG00000050130,JKAMP,protein_coding,20968
ENSG00000151838_CCDC175,ENSG00000151838,CCDC175,protein_coding,72293
ENSG00000139970_RTN1,ENSG00000139970,RTN1,protein_coding,274991
ENSG00000263629_MIR5586,ENSG00000263629,MIR5586,miRNA,59
ENSG00000261120_AL133299.1,ENSG00000261120,AL133299.1,antisense,917
ENSG00000131951_LRRC9,ENSG00000131951,LRRC9,protein_coding,143847
ENSG00000258553_AL157911.1,ENSG00000258553,AL157911.1,antisense,122668
ENSG00000126773_PCNX4,ENSG00000126773,PCNX4,protein_coding,77223
ENSG00000100612_DHRS7,ENSG00000100612,DHRS7,protein_coding,25737
ENSG00000258896_SCOCP1,ENSG00000258896,SCOCP1,processed_pseudogene,349
ENSG00000258563_PSMA3P,ENSG00000258563,PSMA3P,processed_pseudogene,635
ENSG00000242135_RPL17P2,ENSG00000242135,RPL17P2,processed_pseudogene,451
ENSG00000254718_AL157756.1,ENSG00000254718,AL157756.1,antisense,8645
ENSG00000100614_PPM1A,ENSG00000100614,PPM1A,protein_coding,53336
ENSG00000258556_LINC02322,ENSG00000258556,LINC02322,lincRNA,672
ENSG00000179008_C14orf39,ENSG00000179008,C14orf39,protein_coding,119075
ENSG00000258427_RBM8B,ENSG00000258427,RBM8B,processed_pseudogene,525
ENSG00000259169_GNRHR2P1,ENSG00000259169,GNRHR2P1,unprocessed_pseudogene,1080
ENSG00000258692_SALL4P7,ENSG00000258692,SALL4P7,transcribed_processed_pseudogene,3120
ENSG00000184302_SIX6,ENSG00000184302,SIX6,protein_coding,3900
ENSG00000258670_AL049874.3,ENSG00000258670,AL049874.3,antisense,39798
ENSG00000258764_AL049874.4,ENSG00000258764,AL049874.4,transcribed_processed_pseudogene,255
ENSG00000244756_AL049874.2,ENSG00000244756,AL049874.2,processed_pseudogene,288
ENSG00000241354_AL049874.1,ENSG00000241354,AL049874.1,processed_pseudogene,388
ENSG00000258952_SALRNA1,ENSG00000258952,SALRNA1,lincRNA,3374
ENSG00000126778_SIX1,ENSG00000126778,SIX1,protein_coding,14845
ENSG00000100625_SIX4,ENSG00000100625,SIX4,protein_coding,14821
ENSG00000020426_MNAT1,ENSG00000020426,MNAT1,protein_coding,235212
ENSG00000258445_AL132777.1,ENSG00000258445,AL132777.1,processed_pseudogene,618
ENSG00000258892_AL160236.2,ENSG00000258892,AL160236.2,processed_transcript,102872
ENSG00000258485_SRMP2,ENSG00000258485,SRMP2,processed_pseudogene,916
ENSG00000126814_TRMT5,ENSG00000126814,TRMT5,protein_coding,9908
ENSG00000258656_AL160236.1,ENSG00000258656,AL160236.1,processed_pseudogene,195
ENSG00000206870_RNU6-398P,ENSG00000206870,RNU6-398P,snRNA,109
ENSG00000139974_SLC38A6,ENSG00000139974,SLC38A6,protein_coding,102620
ENSG00000027075_PRKCH,ENSG00000027075,PRKCH,protein_coding,363418
ENSG00000182107_TMEM30B,ENSG00000182107,TMEM30B,protein_coding,4471
ENSG00000247287_AL359220.1,ENSG00000247287,AL359220.1,antisense,24655
ENSG00000258989_AL355916.2,ENSG00000258989,AL355916.2,protein_coding,128837
ENSG00000258926_AL355916.1,ENSG00000258926,AL355916.1,antisense,7780
ENSG00000250548_LINC01303,ENSG00000250548,LINC01303,lincRNA,14341
ENSG00000232774_FLJ22447,ENSG00000232774,FLJ22447,lincRNA,88157
ENSG00000258777_HIF1A-AS1,ENSG00000258777,HIF1A-AS1,lincRNA,14783
ENSG00000100644_HIF1A,ENSG00000100644,HIF1A,protein_coding,52747
ENSG00000258667_HIF1A-AS2,ENSG00000258667,HIF1A-AS2,lincRNA,35540
ENSG00000258964_AL137129.1,ENSG00000258964,AL137129.1,processed_transcript,42123
ENSG00000023608_SNAPC1,ENSG00000023608,SNAPC1,protein_coding,34072
ENSG00000279633_AL137918.1,ENSG00000279633,AL137918.1,TEC,1922
ENSG00000139973_SYT16,ENSG00000139973,SYT16,protein_coding,300577
ENSG00000258956_COX4I1P1,ENSG00000258956,COX4I1P1,processed_pseudogene,509
ENSG00000258842_AL390816.1,ENSG00000258842,AL390816.1,lincRNA,11637
ENSG00000258903_AL390816.2,ENSG00000258903,AL390816.2,lincRNA,13798
ENSG00000186369_LINC00643,ENSG00000186369,LINC00643,transcribed_unitary_pseudogene,16610
ENSG00000259142_LINC00644,ENSG00000259142,LINC00644,lincRNA,5825
ENSG00000270852_AL390816.3,ENSG00000270852,AL390816.3,unprocessed_pseudogene,1603
ENSG00000258638_AL389895.1,ENSG00000258638,AL389895.1,processed_pseudogene,252
ENSG00000258877_ATP5F1AP4,ENSG00000258877,ATP5F1AP4,processed_pseudogene,1605
ENSG00000140015_KCNH5,ENSG00000140015,KCNH5,protein_coding,402584
ENSG00000258995_PARP1P2,ENSG00000258995,PARP1P2,processed_pseudogene,195
ENSG00000259093_AL137191.1,ENSG00000259093,AL137191.1,lincRNA,5182
ENSG00000126785_RHOJ,ENSG00000126785,RHOJ,protein_coding,89106
ENSG00000258943_AL049871.1,ENSG00000258943,AL049871.1,lincRNA,1422
ENSG00000179600_GPHB5,ENSG00000179600,GPHB5,protein_coding,6045
ENSG00000154001_PPP2R5E,ENSG00000154001,PPP2R5E,protein_coding,172018
ENSG00000252800_RF00601,ENSG00000252800,RF00601,scaRNA,142
ENSG00000261242_AL136038.3,ENSG00000261242,AL136038.3,antisense,1096
ENSG00000205767_AL136038.1,ENSG00000205767,AL136038.1,processed_pseudogene,351
ENSG00000270878_AL136038.4,ENSG00000270878,AL136038.4,processed_pseudogene,1261
ENSG00000140006_WDR89,ENSG00000140006,WDR89,protein_coding,44823
ENSG00000258800_AL136038.2,ENSG00000258800,AL136038.2,lincRNA,375
ENSG00000258645_HSPE1P2,ENSG00000258645,HSPE1P2,processed_pseudogene,306
ENSG00000202490_RNU6-597P,ENSG00000202490,RNU6-597P,snRNA,102
ENSG00000206822_RF00019,ENSG00000206822,RF00019,misc_RNA,112
ENSG00000207172_RNU6-1162P,ENSG00000207172,RNU6-1162P,snRNA,104
ENSG00000274015_AL136038.5,ENSG00000274015,AL136038.5,lincRNA,554
ENSG00000200693_RF00012,ENSG00000200693,RF00012,snoRNA,204
ENSG00000126821_SGPP1,ENSG00000126821,SGPP1,protein_coding,43826
ENSG00000258778_AL161670.2,ENSG00000258778,AL161670.2,processed_pseudogene,1227
ENSG00000252749_RNU7-116P,ENSG00000252749,RNU7-116P,snRNA,62
ENSG00000258411_AL161670.1,ENSG00000258411,AL161670.1,processed_pseudogene,137
ENSG00000270912_RPS28P1,ENSG00000270912,RPS28P1,processed_pseudogene,187
ENSG00000202182_RF00019,ENSG00000202182,RF00019,misc_RNA,102
ENSG00000054654_SYNE2,ENSG00000054654,SYNE2,protein_coding,373451
ENSG00000140009_ESR2,ENSG00000140009,ESR2,protein_coding,253881
ENSG00000221537_MIR548H1,ENSG00000221537,MIR548H1,miRNA,102
ENSG00000214770_AL161756.1,ENSG00000214770,AL161756.1,antisense,9209
ENSG00000234911_TEX21P,ENSG00000234911,TEX21P,transcribed_unitary_pseudogene,46314
ENSG00000284664_AL161756.3,ENSG00000284664,AL161756.3,lincRNA,2608
ENSG00000271511_AL161756.2,ENSG00000271511,AL161756.2,processed_pseudogene,246
ENSG00000100714_MTHFD1,ENSG00000100714,MTHFD1,protein_coding,75427
ENSG00000258824_AL122035.1,ENSG00000258824,AL122035.1,antisense,25623
ENSG00000272909_AL122035.2,ENSG00000272909,AL122035.2,antisense,1870
ENSG00000089775_ZBTB25,ENSG00000089775,ZBTB25,protein_coding,56108
ENSG00000179841_AKAP5,ENSG00000179841,AKAP5,protein_coding,9005
ENSG00000126804_ZBTB1,ENSG00000126804,ZBTB1,protein_coding,29979
ENSG00000259116_AL049869.3,ENSG00000259116,AL049869.3,antisense,26417
ENSG00000259160_AL049869.4,ENSG00000259160,AL049869.4,processed_pseudogene,178
ENSG00000126803_HSPA2,ENSG00000126803,HSPA2,protein_coding,10269
ENSG00000165807_PPP1R36,ENSG00000165807,PPP1R36,protein_coding,39479
ENSG00000259076_AL049869.2,ENSG00000259076,AL049869.2,antisense,43843
ENSG00000259010_AL049869.1,ENSG00000259010,AL049869.1,processed_pseudogene,1402
ENSG00000126822_PLEKHG3,ENSG00000126822,PLEKHG3,protein_coding,46146
ENSG00000070182_SPTB,ENSG00000070182,SPTB,protein_coding,133625
ENSG00000284269_MIR7855,ENSG00000284269,MIR7855,miRNA,61
ENSG00000252497_RPPH1-2P,ENSG00000252497,RPPH1-2P,ribozyme,293
ENSG00000258289_CHURC1,ENSG00000258289,CHURC1,protein_coding,30231
ENSG00000125954_CHURC1-FNTB,ENSG00000125954,CHURC1-FNTB,protein_coding,147319
ENSG00000176153_GPX2,ENSG00000176153,GPX2,protein_coding,3754
ENSG00000139998_RAB15,ENSG00000139998,RAB15,protein_coding,27413
ENSG00000257365_FNTB,ENSG00000257365,FNTB,protein_coding,75933
ENSG00000272158_AL139022.2,ENSG00000272158,AL139022.2,antisense,443
ENSG00000125952_MAX,ENSG00000125952,MAX,protein_coding,96522
ENSG00000266531_MIR4706,ENSG00000266531,MIR4706,miRNA,82
ENSG00000259118_AL139022.1,ENSG00000259118,AL139022.1,antisense,12179
ENSG00000222985_RNU2-14P,ENSG00000222985,RNU2-14P,snRNA,191
ENSG00000255002_LINC02324,ENSG00000255002,LINC02324,lincRNA,9455
ENSG00000258878_AL355076.3,ENSG00000258878,AL355076.3,processed_pseudogene,587
ENSG00000258760_AL355076.2,ENSG00000258760,AL355076.2,lincRNA,82311
ENSG00000258613_RPL21P7,ENSG00000258613,RPL21P7,processed_pseudogene,1053
ENSG00000214759_AL355076.1,ENSG00000214759,AL355076.1,processed_pseudogene,270
ENSG00000259078_PTBP1P,ENSG00000259078,PTBP1P,processed_pseudogene,1900
ENSG00000266740_MIR4708,ENSG00000266740,MIR4708,miRNA,67
ENSG00000033170_FUT8,ENSG00000033170,FUT8,protein_coding,333530
ENSG00000276116_FUT8-AS1,ENSG00000276116,FUT8-AS1,antisense,1521
ENSG00000180662_RPL21P8,ENSG00000180662,RPL21P8,processed_pseudogene,535
ENSG00000207781_MIR625,ENSG00000207781,MIR625,miRNA,85
ENSG00000258980_EIF1AXP2,ENSG00000258980,EIF1AXP2,processed_pseudogene,745
ENSG00000258629_AL391261.1,ENSG00000258629,AL391261.1,processed_pseudogene,1479
ENSG00000258960_AL391261.3,ENSG00000258960,AL391261.3,processed_pseudogene,520
ENSG00000258847_AL391261.2,ENSG00000258847,AL391261.2,lincRNA,47227
ENSG00000277651_AL391261.4,ENSG00000277651,AL391261.4,sense_intronic,481
ENSG00000224861_YBX1P1,ENSG00000224861,YBX1P1,processed_pseudogene,960
ENSG00000258502_LINC02290,ENSG00000258502,LINC02290,lincRNA,14267
ENSG00000200860_RF00019,ENSG00000200860,RF00019,misc_RNA,109
ENSG00000258561_AL359232.1,ENSG00000258561,AL359232.1,lincRNA,296585
ENSG00000196553_CCDC196,ENSG00000196553,CCDC196,protein_coding,86974
ENSG00000171723_GPHN,ENSG00000171723,GPHN,protein_coding,674397
ENSG00000258796_AL133241.1,ENSG00000258796,AL133241.1,processed_pseudogene,487
ENSG00000258490_AL049835.1,ENSG00000258490,AL049835.1,antisense,779
